profile_key,name,status,core_complete,enrichment_complete,missing_required,missing_total,missing_fields,has_identity_name,has_birth_date,has_birth_time,has_birth_place,has_canonical_payload,has_structural_codex,has_numerology,has_gematria,has_acf_legacy,has_major_events,has_source,has_population_v2
charles_denson_q108368260,Charles Denson,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
charles_dickens,Charles Dickens,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
charles_lyell,Charles Lyell,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
charles_morris_q5081089,Charles Morris,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
charles_robert_darwin,Charles Robert Darwin,incomplete,False,False,1,3,birth.date|birth.place|major_events,True,False,True,False,True,True,True,True,True,False,True,True
charles_sanders_peirce,Charles Sanders Peirce,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
charles_spalding_q5082578,Charles Spalding,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
charlie_murphy,Charlie Murphy,incomplete,False,False,1,3,birth.date|birth.place|major_events,True,False,True,False,True,True,True,True,True,False,True,True
charlie_parker,Charlie Parker,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
charlotte_brontë,Charlotte Brontë,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
chava_shapiro_q7026734,Chava Shapiro,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chempil_arayan_q5090641,Chempil Arayan,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
chester_w_nimitz,Chester W. Nimitz,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
chi_hing_christina_cheng_q118727644,Chi-Hing Christina Cheng,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
chiang_ching_kuo_q313598,Chiang Ching-kuo,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chiang_hsiao_chang_q5095183,Chiang Hsiao-chang,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chiang_hsiao_wen_q5095185,Chiang Hsiao-wen,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chiang_hsiao_wu_q5095186,Chiang Hsiao-wu,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chiang_hsiao_yen_q5371883,Chiang Hsiao-yen,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chiang_hsiao_yung_q5095188,Chiang Hsiao-yung,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chiang_wei_kuo_q701020,Chiang Wei-kuo,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chien_shiung_wu,Chien-Shiung Wu,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
chiril_lucinschi_q18549566,Chiril Lucinschi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chow_yam_nam_q5105513,Chow Yam-nam,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
christa_whitney_q66086037,Christa Whitney,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
christian_b_anfinsen_q102278,Christian B. Anfinsen,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
christiane_nüsslein_volhard_q77174,Christiane Nüsslein-Volhard,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
christine_ouinsavi_q43654292,Christine Ouinsavi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
christopher_a_sims_q109737,Christopher A. Sims,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
christopher_columbus,Christopher Columbus,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
christophoros_a_pissarides_q109582,Christophoros A. Pissarides,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chuckie_taylor_q1066230,Chuckie Taylor,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
chunghee_sarah_soh_q19560241,Chunghee Sarah Soh,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
ck_raut_q5006622,CK Raut,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clara_steinitz_q94762786,Clara Steinitz,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clarisse_iribagiza_q28648829,Clarisse Iribagiza,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clark_gregg_q157255,Clark Gregg,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clark_hull,Clark Hull,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
claude_cohen_tannoudji_q190697,Claude Cohen-Tannoudji,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
claude_debussy,Claude Debussy,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
claude_lanzmann_q551512,Claude Lanzmann,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
claude_monet,Claude Monet,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
claude_shannon,Claude Shannon,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
claudia_goldin_q1097475,Claudia Goldin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clay_meredith_greene_q5129943,Clay Meredith Greene,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
cleisthenes_q207634,Cleisthenes,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
clement_ogaja_q110822323,Clement Ogaja,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clementine_cohn_q95212839,Clementine Cohn,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clifford_grey_q1101276,Clifford Grey,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
clive_granger_q312575,Clive Granger,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
conceicao_bettencourt_q55168655,Conceicao Bettencourt,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
concino_concini_q442205,Concino Concini,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
confucius,Confucius,incomplete,False,False,1,2,birth.date|major_events,True,False,True,True,True,True,True,True,True,False,True,True
constance_tom_noguchi_q89436949,Constance Tom Noguchi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
constantin_gane_q12725519,Constantin Gane,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
constantin_sion_q20741543,Constantin Sion,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
cora_dubois_q1131794,Cora DuBois,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
cormac_mccarthy,Cormac McCarthy,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
cornelia_walker_bailey_q48977481,Cornelia Walker Bailey,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
cornelius_vanderbilt,Cornelius Vanderbilt,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
coréon_dú_q18206494,Coréon Dú,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
cosimo_fanzago_q632372,Cosimo Fanzago,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
count_karl_von_stürgkh_q78537,Count Karl von Stürgkh,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
craig_carnelia_q5180808,Craig Carnelia,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
craig_taylor_q5181522,Craig Taylor,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
cy_coleman_q1146861,Cy Coleman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
cyril_norman_hinshelwood_q48986,Cyril Norman Hinshelwood,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
czesław_dźwigaj_q5202115,Czesław Dźwigaj,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
d_n_dhanagare_q16104426,D N Dhanagare,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
d_t_suzuki,D. T. Suzuki,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
dalai_lama_xiv,Dalai Lama XIV,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
dale_t_mortensen_q109721,Dale T. Mortensen,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dalo_bucaram_q4664698,Dalo Bucaram,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dambyn_chagdarjav_q2994413,Dambyn Chagdarjav,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
damià_forment_q2027523,Damià Forment,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
damon_dimarco_q5212820,Damon DiMarco,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dan_stone_q26899312,Dan Stone,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
daniel_amen_q5216404,Daniel Amen,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
daniel_dennett,Daniel Dennett,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
daniel_ek,Daniel Ek,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
daniel_goleman,Daniel Goleman,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
daniel_kahneman,Daniel Kahneman,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
daniel_kahneman_q233950,Daniel Kahneman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
daniel_levy_q5217929,Daniel Levy,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
daniel_mcfadden_q312560,Daniel McFadden,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
daniel_slotnick_q93159,Daniel Slotnick,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
daniele_da_volterra_q540489,Daniele da Volterra,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dante_alighieri,Dante Alighieri,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
daria_schirman_q23715020,Daria Schirman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
daron_acemoğlu_q718581,Daron Acemoğlu,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
daulat_khan_q133155053,Daulat Khan,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
david_adeang_q58096,David Adeang,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_baddiel_q526242,David Baddiel,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_baker_q3814528,David Baker,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_baltimore_q234949,David Baltimore,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_bryan_q310098,David Bryan,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_c_tambo_q64740119,David C. Tambo,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
david_c_woodman_q109774801,David C. Woodman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_card_q1173928,David Card,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
david_friedman_q5233862,David Friedman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_gans_q1174512,David Gans,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_gross_q40262,David Gross,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_h_levy_q375311,David H. Levy,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_hilbert,David Hilbert,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
david_hume,David Hume,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
david_isay_q15437070,David Isay,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_julius_q1174906,David Julius,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_kabua_q20658229,David Kabua,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_lee_q201853,David Lee,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_macmillan_q5237001,David MacMillan,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_musser_q5237857,David Musser,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
david_vogel_q79071,David Vogel,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
david_w_brokensha_q87668624,David W. Brokensha,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dean_kamen,Dean Kamen,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
dedan_kimathi_q610057,Dedan Kimathi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
deepak_chopra,Deepak Chopra,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
dello_di_niccolò_delli_q2261310,Dello di Niccolò Delli,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
demetrios_mavromichalis_q12875925,Demetrios Mavromichalis,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
demis_hassabis_q3022141,Demis Hassabis,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
denis_yarats_q135089578,Denis Yarats,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
dennis_gabor_q155786,Dennis Gabor,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dennis_ritchie,Dennis Ritchie,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
derek_barton_q102419,Derek Barton,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
derrick_brown_q125996597,Derrick Brown,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
desiderius_erasmus,Desiderius Erasmus,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
desire_kolingba_q15713200,Desire Kolingba,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dexter_kozen_q5268410,Dexter Kozen,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
dharamdas_q106237648,Dharamdas,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
dharampal_q5269113,Dharampal,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
diana_herbstreuth_q131702389,Diana Herbstreuth,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
diana_vicezar_q112123081,Diana Vicezar,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
diarra_traoré_q708989,Diarra Traoré,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
diego_del_ocampo_q132744792,Diego del Ocampo,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
diego_rivera,Diego Rivera,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
diego_siloe_q940671,Diego Siloe,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dieter_graumann_q1222010,Dieter Graumann,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dimitar_petkov_q939763,Dimitar Petkov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dimitrije_cincar_marković_q12750902,Dimitrije Cincar-Marković,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dimitrios_gounaris_q209529,Dimitrios Gounaris,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dimo_hadzhidimov_q2037514,Dimo Hadzhidimov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dina_feldman_q12405803,Dina Feldman,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
dinara_nazarbayeva_q464735,Dinara Nazarbayeva,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dionisie_eclesiarhul_q28157760,Dionisie Eclesiarhul,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dmitri_mendeleev,Dmitri Mendeleev,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
dmitry_lukashenko_q2393932,Dmitry Lukashenko,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dobry_bozhilov_q704409,Dobry Bozhilov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dogsomyn_bodoo_q2994382,Dogsomyn Bodoo,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
don_black_q1238931,Don Black,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
donald_j_cram_q135151,Donald J. Cram,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
donald_knuth,Donald Knuth,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
donald_winnicott,Donald Winnicott,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
donatello_q37562,Donatello,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
donna_strickland_q56855591,Donna Strickland,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dora_biro_q37376198,Dora Biro,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
doris_lessing_q40874,Doris Lessing,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dorothy_fields_q435241,Dorothy Fields,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dorothy_hodgkin_q7487,Dorothy Hodgkin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
douglas_diamond_q185871,Douglas Diamond,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
douglas_engelbart,Douglas Engelbart,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
douglas_macarthur,Douglas MacArthur,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
douglass_north_q243193,Douglass North,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dudley_r_herschbach_q243196,Dudley R. Herschbach,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
duke_ellington,Duke Ellington,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
duke_ellington_q4030,Duke Ellington,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dunya_maumoon_q5315815,Dunya Maumoon,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
dustin_moskovitz,Dustin Moskovitz,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
dwight_d_eisenhower,Dwight D. Eisenhower,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
döme_sztójay_q307479,Döme Sztójay,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
e_h_carr_q274764,E. H. Carr,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
e_o_wilson,E. O. Wilson,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
eberhard_von_danckelmann_q71179,Eberhard von Danckelmann,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
eckhart_tolle,Eckhart Tolle,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
eddie_delange_q363281,Eddie DeLange,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
edgar_allan_poe,Edgar Allan Poe,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
edgar_degas,Edgar Degas,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
edgar_rubin_q762417,Edgar Rubin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
